,playerShort,birthday,height,weight,position,photoID,rater1,rater2,skintone
1448,nicki-bille-nielsen,07.02.1988,183.0,75.0,Center Forward,68250.jpg,0.0,0.0,0.0
1449,nicky-shorey,19.02.1981,175.0,67.0,Left Fullback,29258.jpg,0.0,0.0,0.0
1450,niclas-fuellkrug,09.02.1993,188.0,78.0,Center Forward,174508.jpg,0.0,0.25,0.125
1452,nico-yennaris,24.05.1993,174.0,65.0,Defensive Midfielder,200382.jpg,0.25,0.25,0.25
1453,nicolai-mueller,25.09.1987,173.0,66.0,Left Winger,52289.jpg,0.0,0.0,0.0
1454,nicolas-douchez,22.04.1980,185.0,77.0,Goalkeeper,24094.jpg,0.25,0.25,0.25
1455,nicolas-fauvergue,13.10.1984,191.0,81.0,Center Forward,17114.jpg,0.25,0.25,0.25
1457,nicolas-maurice-belay,19.04.1985,182.0,76.0,Left Winger,37431.jpg,0.75,0.75,0.75
1458,nicolas-nkoulou,27.03.1990,180.0,77.0,Center Back,119083.jpg,0.75,0.75,0.75
1459,nicolas-penneteau,20.02.1981,185.0,78.0,Goalkeeper,11365.jpg,0.0,0.25,0.125
1460,nikica-jelavic,27.08.1985,186.0,84.0,Center Forward,51702.jpg,0.0,0.0,0.0
1461,nikita-rukavytsya,22.06.1987,183.0,74.0,Left Winger,71978.jpg,0.25,0.25,0.25
1463,niklas-dams,28.05.1990,185.0,77.0,Center Back,97814.jpg,0.0,0.25,0.125
1464,niklas-lomb,28.07.1993,188.0,84.0,Goalkeeper,174116.jpg,0.0,0.0,0.0
1465,niko-bungert,24.10.1986,188.0,75.0,Center Back,35076.jpg,0.0,0.25,0.125
1466,niko-giesselmann,26.09.1991,181.0,73.0,Left Midfielder,119452.jpg,0.0,0.0,0.0
1467,nikolce-noveski,28.04.1979,190.0,87.0,Center Back,8781.jpg,0.25,0.25,0.25
1468,nikos-karabelas,20.12.1984,180.0,72.0,Left Fullback,67475.jpg,0.0,0.0,0.0
1469,nikos-papadopoulos,11.04.1990,190.0,82.0,Goalkeeper,195996.jpg,0.0,0.25,0.125
1471,nils-petersen,06.12.1988,188.0,80.0,Center Forward,59847.jpg,0.25,0.25,0.25
1472,nino,10.06.1980,169.0,68.0,Center Forward,53941.jpg,0.0,0.25,0.125
1473,noah-korczowski,08.01.1994,185.0,80.0,Center Back,175129.jpg,0.0,0.25,0.125
1475,nolan-roux,01.03.1988,182.0,78.0,Center Forward,124904.jpg,0.25,0.25,0.25
1476,nono,30.03.1993,178.0,72.0,Center Midfielder,211038.jpg,0.25,0.25,0.25
1478,nuri-sahin,05.09.1988,179.0,65.0,Center Midfielder,35074.jpg,0.0,0.0,0.0
1479,obafemi-martins,28.10.1984,176.0,67.0,Center Forward,8540.jpg,1.0,1.0,1.0
1481,odion-ighalo,16.06.1989,188.0,70.0,Center Forward,94964.jpg,0.75,0.75,0.75
1482,oemer-toprak,21.07.1989,186.0,83.0,Center Back,79495.jpg,0.25,0.25,0.25
1483,oezkan-yildirim,10.04.1993,172.0,76.0,Attacking Midfielder,174504.jpg,0.25,0.0,0.125
1484,oguchi-onyewu,13.05.1982,194.0,95.0,Center Back,11652.jpg,0.5,0.5,0.5
1485,oier_2,25.05.1986,178.0,66.0,Right Fullback,125274.jpg,0.25,0.25,0.25
1486,oka-nikolov,25.05.1974,187.0,86.0,Goalkeeper,74.jpg,0.25,0.25,0.25
1487,oliver-baumann,02.06.1990,187.0,80.0,Goalkeeper,122005.jpg,0.25,0.25,0.25
1488,oliver-fink,06.06.1982,187.0,80.0,Right Midfielder,10984.jpg,0.0,0.25,0.125
1489,oliver-kirch,21.08.1982,183.0,70.0,Right Midfielder,9722.jpg,0.0,0.0,0.0
1490,oliver-sorg,29.05.1990,175.0,77.0,Right Fullback,149625.jpg,0.25,0.25,0.25
1492,olivier-giroud,30.09.1986,192.0,88.0,,59947.jpg,0.25,0.25,0.25
1493,olivier-occean,23.10.1981,185.0,86.0,Center Forward,22055.jpg,0.75,0.75,0.75
1494,olivier-sorlin,09.04.1979,183.0,75.0,Left Midfielder,11324.jpg,0.0,0.0,0.0
1496,omar-daf,12.02.1977,177.0,70.0,Right Fullback,1235.jpg,0.75,0.75,0.75
1497,omar-ramos,26.01.1988,175.0,65.0,Left Midfielder,153068.jpg,0.0,0.25,0.125
1498,onyekachi-apam,30.12.1986,177.0,67.0,Center Back,59080.jpg,1.0,1.0,1.0
1500,oriol-romeu,24.09.1991,182.0,79.0,Defensive Midfielder,148654.jpg,0.25,0.25,0.25
1501,oscar-serrano,30.09.1981,180.0,75.0,Left Midfielder,24777.jpg,0.0,0.25,0.125
1502,oscar-wendt,24.10.1985,181.0,82.0,Left Fullback,20903.jpg,0.0,0.0,0.0
1503,oscar_4,12.11.1982,180.0,71.0,Attacking Midfielder,12741.jpg,0.5,0.25,0.375
1506,pablo-insua,09.09.1993,186.0,76.0,Center Back,211912.jpg,0.0,0.0,0.0
1508,pablo-piatti,31.03.1989,163.0,63.0,Left Winger,86406.jpg,0.0,0.0,0.0
1509,pablo-sarabia,11.05.1992,174.0,70.0,Left Midfielder,178436.jpg,0.25,0.25,0.25
1510,pablo-zabaleta,16.01.1985,173.0,69.0,Right Fullback,36584.jpg,0.25,0.25,0.25
1511,paco-alcacer,30.08.1993,174.0,71.0,Center Forward,177606.jpg,0.25,0.5,0.375
1512,paco-montanes,08.10.1986,172.0,70.0,,49405.jpg,0.25,0.25,0.25
1513,pajtim-kasami,02.06.1992,187.0,,Defensive Midfielder,161433.jpg,0.25,0.25,0.25
1514,pallardo,05.06.1986,173.0,73.0,Defensive Midfielder,33176.jpg,0.25,0.25,0.25
1515,palop,22.10.1973,184.0,83.0,Goalkeeper,2502.jpg,0.5,0.25,0.375
1516,pantxi-sirieix,07.10.1980,180.0,70.0,Defensive Midfielder,3486.jpg,0.25,0.25,0.25
1518,pape-camara,24.09.1991,190.0,80.0,Defensive Midfielder,164660.jpg,1.0,1.0,1.0
1520,pape-diakhate,21.06.1984,181.0,75.0,Center Back,35275.jpg,1.0,1.0,1.0
1521,pape-mbow,22.05.1988,190.0,74.0,Center Back,103640.jpg,1.0,1.0,1.0
1522,pape-souare,06.06.1990,178.0,68.0,,170707.jpg,0.75,0.75,0.75
1523,papiss-demba-cisse,03.06.1985,183.0,73.0,Center Forward,36823.jpg,1.0,1.0,1.0
1524,paredes_2,05.07.1982,175.0,77.0,Left Fullback,38587.jpg,0.0,0.0,0.0
1525,parejo_2,16.04.1989,180.0,74.0,Defensive Midfielder,100906.jpg,0.25,0.5,0.375
1526,patrice-evra,15.05.1981,175.0,76.0,Left Fullback,11597.jpg,0.75,0.75,0.75
1527,patrick-drewes,04.02.1993,193.0,87.0,Goalkeeper,174511.jpg,0.0,0.0,0.0
1528,patrick-ebert,17.03.1987,172.0,68.0,Left Midfielder,30333.jpg,0.0,0.0,0.0
1529,patrick-helmes,01.03.1984,182.0,81.0,Center Forward,13512.jpg,0.0,0.0,0.0
1530,patrick-herrmann_2,12.02.1991,179.0,69.0,Left Midfielder,156058.jpg,0.0,0.25,0.125
1531,patrick-ochs,14.05.1984,179.0,71.0,Right Fullback,8947.jpg,0.25,0.25,0.25
1532,patrick-owomoyela,05.11.1979,187.0,87.0,Right Fullback,9694.jpg,0.5,0.5,0.5
1533,patrick-rakovsky,02.06.1993,187.0,85.0,Goalkeeper,174202.jpg,0.0,0.25,0.125
1534,patrick-weihrauch,03.03.1994,181.0,73.0,Center Forward,175734.jpg,0.0,0.0,0.0
1538,paul-scharner,11.03.1980,191.0,81.0,Center Back,7930.jpg,0.25,0.25,0.25
1539,paul-scholes,16.11.1974,170.0,72.0,Center Midfielder,1696.jpg,0.0,0.0,0.0
1540,paul-verhaegh,01.09.1983,178.0,72.0,Right Fullback,24449.jpg,0.0,0.0,0.0
1541,paulao,06.08.1982,188.0,86.0,Center Back,58943.jpg,0.75,0.75,0.75
1542,paulo-ferreira,18.01.1979,182.0,76.0,Right Fullback,10098.jpg,0.5,0.5,0.5
1544,pavel-krmas,03.03.1980,193.0,86.0,Center Back,14136.jpg,0.25,0.25,0.25
1545,pavel-pogrebnyak,08.11.1983,185.0,76.0,Center Forward,16332.jpg,0.0,0.0,0.0
1548,pedro-leon,24.11.1986,183.0,72.0,Right Midfielder,62088.jpg,0.25,0.25,0.25
1549,pedro-lopez,01.11.1983,174.0,72.0,Right Fullback,24779.jpg,0.25,0.25,0.25
1550,pedro-martin,16.01.1992,189.0,79.0,Center Forward,192949.jpg,0.25,0.25,0.25
1551,pedro-rios,12.12.1981,175.0,72.0,Right Winger,62748.jpg,0.5,0.5,0.5
1552,pedro_7,28.07.1987,169.0,64.0,Right Winger,103634.jpg,0.0,0.25,0.125
1553,peguy-luyindula,25.05.1979,178.0,72.0,Left Winger,3926.jpg,1.0,1.0,1.0
1554,pena_2,28.07.1983,181.0,73.0,Left Fullback,60443.jpg,0.25,0.25,0.25
1555,peniel-mlapa,20.02.1991,195.0,89.0,Center Forward,124990.jpg,0.75,1.0,0.875
1556,pepe-reina,31.08.1982,188.0,92.0,Goalkeeper,12589.jpg,0.25,0.25,0.25
1557,pepe_2,26.02.1983,188.0,81.0,Center Back,25177.jpg,0.25,0.25,0.25
1558,per-mertesacker,29.09.1984,198.0,85.0,Center Back,11758.jpg,0.0,0.0,0.0
1559,per-nilsson,15.09.1982,190.0,87.0,Center Back,15561.jpg,0.25,0.25,0.25
1560,per-skjelbred,16.06.1987,175.0,74.0,Attacking Midfielder,25241.jpg,0.0,0.0,0.0
1561,peter-crouch,30.01.1981,202.0,80.0,Center Forward,9922.jpg,0.0,0.0,0.0
1562,peter-gulacsi,06.05.1990,190.0,75.0,Goalkeeper,96049.jpg,0.0,0.0,0.0
1563,peter-odemwingie,15.07.1981,182.0,75.0,Center Forward,16427.jpg,0.5,0.5,0.5
1564,petr-cech,20.05.1982,197.0,87.0,Goalkeeper,7965.jpg,0.25,0.25,0.25
1565,petr-jiracek,02.03.1986,180.0,77.0,Left Midfielder,121567.jpg,0.25,0.0,0.125
1567,phil-bardsley,28.06.1985,180.0,73.0,Right Fullback,19501.jpg,0.5,0.25,0.375
1568,phil-jagielka,17.08.1982,180.0,83.0,Center Back,21768.jpg,0.25,0.25,0.25
1569,phil-jones,21.02.1992,180.0,71.0,Center Back,156324.jpg,0.0,0.0,0.0
1570,phil-neville,21.01.1977,180.0,75.0,Right Fullback,3855.jpg,0.25,0.25,0.25
1571,philipp-bargfrede,03.03.1989,174.0,71.0,Defensive Midfielder,97250.jpg,0.25,0.25,0.25
1572,philipp-klement,09.09.1992,174.0,69.0,Center Midfielder,169257.jpg,0.0,0.0,0.0
1573,philipp-lahm,11.11.1983,170.0,66.0,Left Fullback,6071.jpg,0.25,0.25,0.25
1574,philipp-wollscheid,06.03.1989,194.0,88.0,Center Back,87550.jpg,0.0,0.0,0.0
1575,philippe-senderos,14.02.1985,190.0,84.0,Center Back,13193.jpg,0.0,0.0,0.0
1577,pina,14.10.1987,185.0,78.0,Center Midfielder,160979.jpg,0.0,0.25,0.125
1578,pinto,08.11.1975,185.0,82.0,Goalkeeper,7685.jpg,0.0,0.0,0.0
1579,piotr-trochowski,22.03.1984,168.0,73.0,Attacking Midfielder,8958.jpg,0.25,0.25,0.25
1580,pique,02.02.1987,192.0,85.0,Center Back,27798.jpg,0.0,0.0,0.0
1581,pirmin-schwegler,09.03.1987,178.0,68.0,Defensive Midfielder,34015.jpg,0.0,0.0,0.0
1582,piscu,25.02.1987,184.0,77.0,Center Back,35003.jpg,0.0,0.0,0.0
1583,piti,26.05.1981,174.0,69.0,Attacking Midfielder,32648.jpg,0.0,0.0,0.0
1584,pizzi,06.10.1989,172.0,66.0,Left Winger,157557.jpg,0.0,0.0,0.0
1585,pozuelo,20.09.1991,170.0,63.0,Attacking Midfielder,197938.jpg,0.5,0.5,0.5
1586,predrag-stevanovic,03.03.1991,178.0,63.0,Attacking Midfielder,146238.jpg,0.0,0.25,0.125
1587,pulido_4,08.04.1991,181.0,72.0,,148649.jpg,0.0,0.0,0.0
1588,punal,06.09.1975,179.0,73.0,Defensive Midfielder,12291.jpg,0.25,0.25,0.25
1589,puyol,13.04.1978,178.0,80.0,Center Back,1392.jpg,0.0,0.0,0.0
1592,radamel-falcao,10.02.1986,177.0,72.0,Center Forward,69147.jpg,0.5,0.25,0.375
1593,radek-cerny,18.02.1974,190.0,85.0,,7966.jpg,0.25,0.25,0.25
1594,radoslav-zabavnik,16.09.1980,180.0,78.0,Left Fullback,8334.jpg,0.0,0.25,0.125
1595,rafa_2,09.04.1985,183.0,72.0,Left Fullback,19317.jpg,0.5,0.25,0.375
1597,rafael-van-der-vaart,11.02.1983,176.0,74.0,Attacking Midfielder,5052.jpg,0.0,0.25,0.125
1598,rafael_5,09.07.1990,173.0,80.0,Right Fullback,104652.jpg,0.25,0.25,0.25
1599,rafidine-abdullah,15.01.1994,179.0,75.0,,207769.jpg,0.75,0.75,0.75
1600,rafinha,07.09.1985,172.0,68.0,Right Fullback,37062.jpg,0.25,0.25,0.25
1601,rafinha_4,12.02.1993,172.0,65.0,Attacking Midfielder,179256.jpg,0.75,0.75,0.75
1602,ragnar-klavan,30.10.1985,185.0,79.0,Center Back,14457.jpg,0.0,0.0,0.0
1603,raheem-sterling,08.12.1994,170.0,69.0,Right Midfielder,180807.jpg,0.75,0.75,0.75
1604,ralf-faehrmann,27.09.1988,196.0,93.0,Goalkeeper,73000.jpg,0.0,0.0,0.0
1605,ramalho_4,10.06.1993,181.0,68.0,Center Back,158598.jpg,0.5,0.75,0.625
1606,ramires,24.03.1987,180.0,64.0,Center Midfielder,84287.jpg,1.0,1.0,1.0
1607,ramis,25.10.1984,188.0,82.0,Center Back,19570.jpg,0.25,0.25,0.25
1608,rani-khedira,27.01.1994,188.0,83.0,Defensive Midfielder,177939.jpg,0.25,0.5,0.375
1609,raoul-loe,31.01.1989,192.0,83.0,Defensive Midfielder,176727.jpg,1.0,1.0,1.0
1610,raphael-holzhauser,16.02.1993,193.0,85.0,Center Midfielder,136365.jpg,0.0,0.25,0.125
1611,raphael-schaefer,30.01.1979,190.0,92.0,Goalkeeper,479.jpg,0.25,0.25,0.25
1613,raphael-varane,25.04.1993,191.0,78.0,Center Back,176981.jpg,0.5,0.5,0.5
1614,raphael-wolf,06.06.1988,190.0,86.0,Goalkeeper,88136.jpg,0.25,0.25,0.25
1615,rasmus-joensson,27.01.1990,192.0,70.0,Center Forward,110740.jpg,0.0,0.0,0.0
1616,raul-albiol,04.09.1985,190.0,82.0,Center Back,17067.jpg,0.0,0.0,0.0
1618,raul-garcia,11.07.1986,183.0,81.0,Attacking Midfielder,24755.jpg,0.0,0.25,0.125
1619,raul-rodriguez_2,22.09.1987,183.0,74.0,Center Back,176131.jpg,0.25,0.25,0.25
1620,raul_10,13.03.1988,196.0,86.0,Goalkeeper,171364.jpg,0.0,0.0,0.0
1621,recio_2,11.01.1991,183.0,74.0,Left Midfielder,177604.jpg,0.25,0.25,0.25
1622,remi-gomis,14.02.1984,180.0,74.0,Defensive Midfielder,87803.jpg,1.0,1.0,1.0
1624,remy-cabella,08.03.1990,171.0,62.0,Attacking Midfielder,150236.jpg,0.0,0.0,0.0
1625,remy-vercoutre,26.06.1980,184.0,72.0,Goalkeeper,3907.jpg,0.0,0.0,0.0
1626,renato-civelli,14.10.1983,191.0,87.0,Center Back,44036.jpg,0.0,0.0,0.0
1627,renaud-cohade,29.09.1984,180.0,78.0,Defensive Midfielder,24100.jpg,0.0,0.0,0.0
1628,rene-adler,15.01.1985,191.0,87.0,Goalkeeper,9251.jpg,0.25,0.25,0.25
1630,reyes,01.09.1983,176.0,73.0,Left Midfielder,11962.jpg,0.0,0.25,0.125
1631,ricardo-carvalho,18.05.1978,182.0,79.0,Center Back,10100.jpg,0.25,0.25,0.25
1632,ricardo-costa,16.05.1981,183.0,80.0,Center Back,10101.jpg,0.25,0.25,0.25
1634,ricardo-rodriguez,25.08.1992,180.0,77.0,Left Fullback,154406.jpg,0.25,0.5,0.375
1635,ricardo-vaz-te,01.10.1986,188.0,79.0,Left Winger,19171.jpg,0.5,0.75,0.625
1637,richard-dunne,21.09.1979,188.0,95.0,Center Back,1172.jpg,0.0,0.0,0.0
1639,richard-strebinger,14.02.1993,194.0,90.0,Goalkeeper,170281.jpg,0.0,0.0,0.0
1640,richard-wright,05.11.1977,189.0,87.0,,10080.jpg,0.5,0.25,0.375
1642,riesgo,06.10.1983,185.0,76.0,Goalkeeper,23496.jpg,0.0,0.0,0.0
1643,riki,11.08.1980,187.0,84.0,Center Forward,24794.jpg,0.0,0.0,0.0
1645,rio-ferdinand,07.11.1978,189.0,82.0,Center Back,1688.jpg,0.25,0.25,0.25
1646,rio-mavuba,08.03.1984,171.0,64.0,Defensive Midfielder,18834.jpg,0.75,0.75,0.75
1648,rob-friend,23.01.1981,195.0,94.0,Center Forward,32683.jpg,0.0,0.0,0.0
1649,robbie-kruse,05.10.1988,179.0,70.0,Right Midfielder,67188.jpg,0.0,0.0,0.0
1650,robert-almer,20.03.1984,194.0,88.0,Goalkeeper,22202.jpg,0.0,0.0,0.0
1651,robert-green,19.01.1980,188.0,77.0,Goalkeeper,24580.jpg,0.25,0.25,0.25
1653,robert-huth,18.08.1984,187.0,80.0,Center Back,7703.jpg,0.0,0.0,0.0
1654,robert-lewandowski,21.08.1988,184.0,78.0,Center Forward,119750.jpg,0.0,0.0,0.0
1655,robert-mak,08.03.1991,179.0,75.0,Right Winger,166489.jpg,0.0,0.25,0.125
1657,robert-tesche,27.05.1987,182.0,78.0,Defensive Midfielder,57003.jpg,0.0,0.25,0.125
1658,robert-zillner,04.08.1985,183.0,74.0,Left Midfielder,52303.jpg,0.0,0.0,0.0
1659,roberto-firmino,02.10.1991,180.0,76.0,Attacking Midfielder,178325.jpg,0.5,0.5,0.5
1660,roberto-lago,30.08.1985,178.0,76.0,Left Midfielder,94546.jpg,0.25,0.25,0.25
1661,roberto_11,25.01.1979,181.0,78.0,Goalkeeper,60644.jpg,0.25,0.5,0.375
1662,roberto_5,10.02.1986,192.0,76.0,Goalkeeper,42224.jpg,0.0,0.25,0.125
1663,robin-knoche,22.05.1992,177.0,77.0,,174515.jpg,0.0,0.25,0.125
1664,robin-van-persie,06.08.1983,183.0,71.0,Right Winger,3742.jpg,0.25,0.25,0.25
1665,rod-fanni,06.12.1981,186.0,78.0,Right Fullback,3957.jpg,0.75,0.75,0.75
1666,roderick-miranda,30.03.1991,192.0,85.0,Center Back,158674.jpg,0.25,0.5,0.375
1667,roel-brouwers,28.11.1981,192.0,81.0,Center Back,19824.jpg,0.0,0.0,0.0
1668,roland-lamah,31.12.1987,180.0,71.0,Left Midfielder,55380.jpg,1.0,1.0,1.0
1670,romain-amalfitano,27.08.1989,173.0,65.0,,133691.jpg,0.25,0.25,0.25
1671,romain-danze,03.07.1986,184.0,71.0,Right Midfielder,52445.jpg,0.25,0.25,0.25
1675,romain-pitau,08.08.1977,178.0,70.0,Defensive Midfielder,11771.jpg,0.0,0.25,0.125
1677,roman-neustaedter,18.02.1988,190.0,83.0,Center Back,56120.jpg,0.0,0.25,0.125
1678,roman-weidenfeller,06.08.1980,188.0,85.0,Goalkeeper,3.jpg,0.25,0.25,0.25
1679,romaric,04.06.1983,187.0,88.0,Defensive Midfielder,22652.jpg,0.75,0.75,0.75
1680,romelu-lukaku,13.05.1993,193.0,95.0,Center Forward,142964.jpg,0.75,0.75,0.75
1681,ron-robert-zieler,12.02.1989,188.0,83.0,Goalkeeper,73774.jpg,0.25,0.0,0.125
1682,ron-vlaar,16.02.1985,189.0,80.0,Center Back,30085.jpg,0.0,0.25,0.125
1683,ronan-le-crom,13.07.1974,186.0,77.0,Goalkeeper,11619.jpg,0.25,0.25,0.25
1685,ronny-garbuschewski,23.02.1986,178.0,75.0,Right Midfielder,38165.jpg,0.5,0.25,0.375
1686,ronny-philp,28.01.1989,183.0,78.0,Right Fullback,122021.jpg,0.0,0.0,0.0
1687,roque-santa-cruz,16.08.1981,191.0,83.0,Center Forward,119.jpg,0.5,0.5,0.5
1688,rory-delap,06.07.1976,183.0,81.0,Center Midfielder,9052.jpg,0.0,0.25,0.125
1690,ross-turnbull,04.01.1985,193.0,85.0,Goalkeeper,48740.jpg,0.0,0.0,0.0
1691,roy-contout,11.02.1985,174.0,62.0,Center Forward,27309.jpg,0.5,0.5,0.5
1692,ruben,29.01.1982,187.0,83.0,Center Back,12552.jpg,0.0,0.0,0.0
1693,ruben-castro,27.06.1981,172.0,69.0,Right Winger,24776.jpg,0.25,0.25,0.25
1694,ruben-garcia_3,14.07.1993,171.0,72.0,Right Midfielder,220462.jpg,0.75,0.75,0.75
1695,ruben-mino,18.01.1989,190.0,87.0,Goalkeeper,154162.jpg,0.5,0.75,0.625
1696,ruben-pardo,22.10.1992,182.0,68.0,Center Midfielder,191379.jpg,0.0,0.0,0.0
1698,ruben-perez_2,26.04.1989,178.0,72.0,Defensive Midfielder,156797.jpg,0.25,0.25,0.25
1699,rudy-mater,13.10.1980,178.0,70.0,Right Fullback,52468.jpg,0.0,0.0,0.0
1700,rui-fonte,23.04.1990,181.0,73.0,Center Forward,136855.jpg,0.5,0.5,0.5
1702,ryad-boudebouz,19.02.1990,172.0,59.0,Right Midfielder,117771.jpg,0.25,0.25,0.25
1704,ryan-bertrand,05.08.1989,179.0,85.0,Left Fullback,67262.jpg,0.5,0.75,0.625
1706,ryan-mason,13.06.1991,175.0,71.0,Attacking Midfielder,130580.jpg,0.0,0.25,0.125
1707,ryan-mclaughlin_2,30.09.1994,183.0,75.0,Right Fullback,201217.jpg,0.0,0.0,0.0
1709,ryan-nelsen,18.10.1977,188.0,84.0,Center Back,26917.jpg,0.25,0.25,0.25
1710,ryan-shawcross,04.10.1987,183.0,76.0,Center Back,92011.jpg,0.0,0.0,0.0
1711,ryan-shotton,30.09.1988,191.0,85.0,,95110.jpg,0.5,0.75,0.625
1712,ryan-taylor,19.08.1984,173.0,65.0,,21755.jpg,0.25,0.25,0.25
1714,ryo-miyaichi,14.12.1992,183.0,71.0,,180265.jpg,0.5,0.5,0.5
1719,salomon-kalou,05.08.1985,184.0,77.0,Left Winger,15950.jpg,0.75,0.75,0.75
1720,salva-ruiz,17.05.1995,175.0,70.0,Left Fullback,214048.jpg,0.25,0.25,0.25
1721,salva-sevilla,18.03.1984,178.0,70.0,Attacking Midfielder,94814.jpg,0.25,0.25,0.25
1722,salvatore-sirigu,12.01.1987,190.0,80.0,Goalkeeper,37183.jpg,0.25,0.25,0.25
1724,sam-johnstone,25.03.1993,191.0,85.0,Goalkeeper,194690.jpg,0.0,0.0,0.0
1728,samed-yesil,25.05.1994,178.0,,Center Forward,175220.jpg,0.25,0.25,0.25
1729,sami-khedira,04.04.1987,189.0,85.0,Center Midfielder,31539.jpg,0.25,0.25,0.25
1731,samir-nasri,26.06.1987,177.0,75.0,Attacking Midfielder,25673.jpg,0.0,0.0,0.0
1732,sammy-ameobi,01.05.1992,190.0,,Left Winger,187107.jpg,1.0,1.0,1.0
1734,samuel-umtiti,14.11.1993,182.0,70.0,,170711.jpg,1.0,1.0,1.0
1735,samuel_8,26.04.1985,187.0,83.0,Center Back,125168.jpg,0.25,0.25,0.25
1736,samuele-longo,12.01.1992,184.0,78.0,,210627.jpg,0.25,0.25,0.25
1737,san-jose_2,30.05.1989,186.0,77.0,Center Back,152591.jpg,0.0,0.0,0.0
1738,sandro_10,15.03.1989,187.0,75.0,Defensive Midfielder,127669.jpg,0.5,0.5,0.5
1740,santi-cazorla,13.12.1984,168.0,66.0,Right Midfielder,18086.jpg,0.25,0.25,0.25
1741,sascha-moelders,20.03.1985,185.0,79.0,Center Forward,56073.jpg,0.0,0.0,0.0
1742,sascha-riether,23.03.1983,174.0,70.0,Defensive Midfielder,2253.jpg,0.25,0.25,0.25
1743,sascha-schuenemann,20.02.1992,179.0,72.0,Center Midfielder,119117.jpg,0.0,0.0,0.0
1745,saul,09.04.1985,176.0,70.0,Right Midfielder,48787.jpg,0.0,0.25,0.125
1747,scott-parker,13.10.1980,175.0,69.0,Center Midfielder,10060.jpg,0.0,0.0,0.0
1748,scott-sinclair,25.03.1989,177.0,64.0,Left Winger,73460.jpg,0.75,0.75,0.75
1749,scott-wootton,12.09.1991,184.0,,Center Back,174870.jpg,0.0,0.0,0.0
1750,sead-kolasinac,20.06.1993,183.0,82.0,Left Fullback,173639.jpg,0.0,0.25,0.125
1754,sebastian-boenisch,01.02.1987,191.0,85.0,Left Fullback,43164.jpg,0.0,0.0,0.0
1755,sebastian-coates,07.10.1990,196.0,85.0,Center Back,140904.jpg,0.0,0.25,0.125
1756,sebastian-fernandez,23.05.1985,168.0,69.0,Center Forward,75142.jpg,0.0,0.0,0.0
1757,sebastian-freis,23.04.1985,183.0,78.0,Center Forward,26615.jpg,0.0,0.0,0.0
1758,sebastian-jung,22.06.1990,179.0,72.0,Right Fullback,97303.jpg,0.0,0.0,0.0
1759,sebastian-kehl,13.02.1980,188.0,80.0,Defensive Midfielder,227.jpg,0.0,0.0,0.0
1760,sebastian-langkamp,15.01.1988,190.0,85.0,Center Back,81616.jpg,0.0,0.0,0.0
1761,sebastian-larsson,06.06.1985,178.0,70.0,Right Midfielder,29086.jpg,0.0,0.0,0.0
1762,sebastian-mielitz,18.07.1989,188.0,73.0,Goalkeeper,97240.jpg,0.0,0.0,0.0
1763,sebastian-polter,01.04.1991,190.0,88.0,Center Forward,119589.jpg,0.0,0.0,0.0
1764,sebastian-proedl,21.06.1987,194.0,85.0,Center Back,53225.jpg,0.0,0.25,0.125
1765,sebastian-rode,11.10.1990,179.0,67.0,Defensive Midfielder,119054.jpg,0.0,0.0,0.0
1766,sebastian-rudy,28.02.1990,177.0,72.0,Defensive Midfielder,100459.jpg,0.0,0.0,0.0
1767,sebastian-tyrala,22.02.1988,172.0,78.0,Attacking Midfielder,35075.jpg,0.0,0.0,0.0
1768,sebastien-bassong,09.07.1986,187.0,84.0,Center Back,36822.jpg,1.0,1.0,1.0
1770,sebastien-grax,23.06.1984,178.0,74.0,,11607.jpg,0.0,0.25,0.125
1771,sebastien-puygrenier,28.01.1982,186.0,64.0,Center Back,11317.jpg,0.25,0.25,0.25
1772,sebastien-roudet,16.06.1981,180.0,67.0,Attacking Midfielder,24102.jpg,0.0,0.25,0.125
1773,sebastien-squillaci,11.08.1980,183.0,76.0,Center Back,11603.jpg,0.0,0.25,0.125
1774,sejad-salihovic,08.10.1984,180.0,81.0,Center Midfielder,23236.jpg,0.25,0.25,0.25
1775,senah-mango,13.12.1989,181.0,78.0,Center Back,153707.jpg,1.0,1.0,1.0
1776,sercan-sararer,27.11.1989,180.0,83.0,Left Winger,70318.jpg,0.0,0.0,0.0
1777,serdar-tasci,24.04.1987,186.0,75.0,Center Back,36501.jpg,0.25,0.25,0.25
1778,sereno,18.05.1985,188.0,78.0,Center Back,89088.jpg,0.25,0.25,0.25
1780,serge-gnabry,14.07.1995,173.0,73.0,,177931.jpg,0.5,0.5,0.5
1781,sergi-roberto,07.02.1992,177.0,70.0,,171905.jpg,0.25,0.25,0.25
1782,sergio-alvarez_3,03.08.1986,179.0,75.0,Goalkeeper,188170.jpg,0.25,0.0,0.125
1783,sergio-escudero_3,02.09.1989,176.0,67.0,Left Fullback,144647.jpg,0.0,0.25,0.125
1784,sergio-garcia,09.06.1983,174.0,72.0,Center Forward,5493.jpg,0.25,0.25,0.25
1785,sergio-ramos,30.03.1986,183.0,75.0,Right Fullback,19198.jpg,0.0,0.0,0.0
1786,sergio-sanchez_2,03.04.1986,185.0,76.0,Right Fullback,32647.jpg,0.25,0.25,0.25
1787,sergio-tejera,28.05.1990,180.0,75.0,Attacking Midfielder,171820.jpg,0.5,0.5,0.5
