playerShort,birthday,height,weight,position,photoID,rater1,rater2
michael-mancienne,08.01.1988,184.0,74.0,Center Back,68266.jpg,0.5,0.75
michael-owen,14.12.1979,173.0,70.0,Center Forward,1699.jpg,0.0,0.25
michael-rensing,14.05.1984,190.0,92.0,Goalkeeper,8940.jpg,0.25,0.25
michael-schulze,13.01.1989,185.0,78.0,Right Fullback,97519.jpg,0.0,0.0
michael-tonge,07.04.1983,183.0,77.0,Left Midfielder,21774.jpg,0.25,0.0
michael-turner,09.11.1983,193.0,79.0,Center Back,13199.jpg,0.0,0.0
michal-kadlec,13.12.1984,184.0,76.0,Left Fullback,30114.jpg,0.0,0.0
michel-bastos,02.08.1983,177.0,71.0,Left Midfielder,11950.jpg,0.5,0.75
michel_10,08.11.1985,183.0,72.0,Defensive Midfielder,77305.jpg,0.0,0.25
michel_15,29.07.1988,180.0,73.0,Center Midfielder,131180.jpg,0.25,0.25
mickaeel-tavares,25.10.1982,186.0,76.0,Defensive Midfielder,60451.jpg,0.75,0.75
mickael-charvet,31.03.1988,179.0,77.0,,,,
mickael-firmin,21.09.1990,185.0,72.0,,,,
mickael-landreau,14.05.1979,184.0,80.0,Goalkeeper,7730.jpg,0.0,0.25
mickael-pereira,08.12.1987,177.0,69.0,,171819.jpg,0.75,1.0
mickael-tacalfred,23.04.1981,175.0,69.0,,,,
miguel-flano,19.08.1984,177.0,72.0,Center Back,24750.jpg,0.25,0.25
miguel-torres,28.01.1986,184.0,76.0,Left Fullback,62119.jpg,0.25,0.25
mike-frantz,14.10.1986,180.0,79.0,Left Midfielder,55885.jpg,0.0,0.25
mike-hanke,05.11.1983,185.0,85.0,Center Forward,2119.jpg,0.0,0.0
mike-pollitt,29.02.1972,193.0,93.0,Goalkeeper,29358.jpg,0.25,0.25
mike-williamson,08.11.1983,191.0,84.0,,112526.jpg,0.0,0.0
mikel-arteta,26.03.1982,176.0,69.0,Attacking Midfielder,14086.jpg,0.0,0.0
mikel-gonzalez,24.09.1985,190.0,79.0,Center Back,39641.jpg,0.0,0.25
mikel-rico,04.11.1984,178.0,75.0,Defensive Midfielder,62309.jpg,0.5,0.25
mikele-leigertwood,12.11.1982,186.0,72.0,,24542.jpg,0.5,0.5
milan-badelj,25.02.1989,186.0,76.0,Center Midfielder,120409.jpg,0.0,0.0
milan-bisevac,31.08.1983,185.0,81.0,Center Back,21889.jpg,0.25,0.25
milan-petrzela,19.06.1983,175.0,65.0,Right Midfielder,33017.jpg,0.0,0.0
milorad-pekovic,05.08.1977,189.0,88.0,Defensive Midfielder,2225.jpg,0.0,0.25
miranda_2,07.09.1984,186.0,76.0,Center Back,37192.jpg,0.5,0.5
mitchell-langerak,22.08.1988,192.0,81.0,Goalkeeper,78952.jpg,0.0,0.0
mladen-petric,01.01.1981,185.0,81.0,Center Forward,8466.jpg,0.0,0.0
modibo-maiga,03.09.1987,185.0,76.0,Left Winger,87806.jpg,0.75,1.0
mody-traore,14.07.1980,173.0,70.0,,52473.jpg,0.5,0.75
mohamed-amsif,07.02.1989,187.0,89.0,Goalkeeper,97231.jpg,0.5,0.5
mohamed-camara_3,20.09.1990,,,,,,
mohamed-fofana,07.03.1985,180.0,65.0,Center Back,,,
mohamed-sissoko,22.01.1985,191.0,81.0,Defensive Midfielder,11225.jpg,1.0,1.0
mohamed-yattara,28.07.1993,184.0,72.0,Center Forward,,,
mohammed-abdellaoue,23.10.1985,182.0,82.0,Center Forward,108455.jpg,0.25,0.25
mohammed-abu,14.11.1991,180.0,74.0,,,,
mohammed-rabiu,31.12.1989,192.0,80.0,Defensive Midfielder,,,
moise-apanga,04.02.1982,180.0,79.0,,,,
moises_2,20.02.1981,185.0,85.0,Defensive Midfielder,12397.jpg,0.25,0.25
momar-bangoura,24.02.1994,176.0,65.0,Defensive Midfielder,210722.jpg,0.75,1.0
momo-diame,14.06.1987,181.0,71.0,Defensive Midfielder,,,
morata,23.10.1992,190.0,82.0,Center Forward,178382.jpg,0.5,0.5
morgan-amalfitano,20.03.1985,176.0,68.0,Right Midfielder,49457.jpg,0.25,0.25
morgan-schneiderlin,11.08.1989,181.0,75.0,,,,
moritz-leitner,08.12.1992,176.0,66.0,Attacking Midfielder,169742.jpg,0.25,0.25
mouhamadou-dabo,28.11.1986,176.0,65.0,Left Fullback,32916.jpg,1.0,1.0
mounir-obbadi,04.04.1983,172.0,65.0,,,,
moussa-dembele,16.07.1987,177.0,64.0,Center Midfielder,29517.jpg,0.5,0.5
moussa-sissoko,16.08.1989,187.0,83.0,Attacking Midfielder,87880.jpg,1.0,1.0
movilla,08.02.1975,171.0,70.0,Defensive Midfielder,12252.jpg,0.25,0.25
moya,02.04.1984,189.0,82.0,Goalkeeper,24819.jpg,0.0,0.25
muniain,19.12.1992,169.0,63.0,Right Winger,149920.jpg,0.0,0.0
mustafa-amini,20.04.1993,175.0,73.0,Center Midfielder,154342.jpg,0.25,0.25
nabil-el-zhar,27.08.1986,168.0,67.0,Right Winger,69789.jpg,0.75,0.75
nacho_3,24.06.1980,175.0,70.0,Left Midfielder,24804.jpg,0.25,0.25
nacho_9,18.01.1990,179.0,75.0,Center Back,148652.jpg,0.0,0.0
naldo_2,10.09.1982,198.0,89.0,Center Back,36629.jpg,0.5,0.75
nando-rafael,10.01.1984,180.0,82.0,Center Forward,3434.jpg,1.0,1.0
nani,17.11.1986,175.0,66.0,Right Winger,37700.jpg,0.5,0.5
nano,20.04.1982,186.0,80.0,Left Fullback,12406.jpg,0.25,0.5
nathan-ake,18.02.1995,180.0,71.0,,,,
nathan-baker,23.04.1991,190.0,81.0,Left Fullback,,,
nathaniel-clyne,05.04.1991,175.0,67.0,,,,
natxo-insa,09.06.1986,177.0,70.0,Attacking Midfielder,70012.jpg,0.5,0.5
neal-maupay,14.08.1996,171.0,,,,,
nedum-onuoha,12.11.1986,183.0,78.0,Center Back,26898.jpg,1.0,0.75
neil-etheridge,07.02.1990,191.0,,Goalkeeper,173073.jpg,0.0,0.25
nelson-oliveira_2,08.08.1991,184.0,75.0,Center Forward,161443.jpg,0.25,0.5
nelson-valdez,28.11.1983,178.0,73.0,Center Forward,8322.jpg,0.25,0.25
nelson_4,10.06.1983,171.0,65.0,Right Fullback,29221.jpg,0.5,0.5
nemanja-pejcinovic,04.11.1987,185.0,84.0,Center Back,78056.jpg,0.25,0.25
nemanja-vidic,21.10.1981,188.0,82.0,Center Back,8813.jpg,0.0,0.0
nene_2,19.07.1981,181.0,70.0,Left Midfielder,14038.jpg,0.25,0.25
neven-subotic,10.12.1988,193.0,88.0,Center Back,58222.jpg,0.0,0.25
nicholas-bignall,11.07.1990,177.0,81.0,,,,
nick-powell,23.03.1994,183.0,65.0,,171050.jpg,0.0,0.25
nicki-bille-nielsen,07.02.1988,183.0,75.0,Center Forward,68250.jpg,0.0,0.0
nicky-shorey,19.02.1981,175.0,67.0,Left Fullback,29258.jpg,0.0,0.0
niclas-fuellkrug,09.02.1993,188.0,78.0,Center Forward,174508.jpg,0.0,0.25
nico-brandenburger,17.01.1995,179.0,77.0,,,,
nico-yennaris,24.05.1993,174.0,65.0,Defensive Midfielder,200382.jpg,0.25,0.25
nicolai-mueller,25.09.1987,173.0,66.0,Left Winger,52289.jpg,0.0,0.0
nicolas-douchez,22.04.1980,185.0,77.0,Goalkeeper,24094.jpg,0.25,0.25
nicolas-fauvergue,13.10.1984,191.0,81.0,Center Forward,17114.jpg,0.25,0.25
nicolas-isimat-mirin,15.11.1991,187.0,83.0,Center Back,,,
nicolas-maurice-belay,19.04.1985,182.0,76.0,Left Winger,37431.jpg,0.75,0.75
nicolas-nkoulou,27.03.1990,180.0,77.0,Center Back,119083.jpg,0.75,0.75
nicolas-penneteau,20.02.1981,185.0,78.0,Goalkeeper,11365.jpg,0.0,0.25
nikica-jelavic,27.08.1985,186.0,84.0,Center Forward,51702.jpg,0.0,0.0
nikita-rukavytsya,22.06.1987,183.0,74.0,Left Winger,71978.jpg,0.25,0.25
niklas-bolten,29.03.1994,191.0,,Goalkeeper,,,
niklas-dams,28.05.1990,185.0,77.0,Center Back,97814.jpg,0.0,0.25
niklas-lomb,28.07.1993,188.0,84.0,Goalkeeper,174116.jpg,0.0,0.0
niko-bungert,24.10.1986,188.0,75.0,Center Back,35076.jpg,0.0,0.25
niko-giesselmann,26.09.1991,181.0,73.0,Left Midfielder,119452.jpg,0.0,0.0
nikolce-noveski,28.04.1979,190.0,87.0,Center Back,8781.jpg,0.25,0.25
nikos-karabelas,20.12.1984,180.0,72.0,Left Fullback,67475.jpg,0.0,0.0
nikos-papadopoulos,11.04.1990,190.0,82.0,Goalkeeper,195996.jpg,0.0,0.25
nile-ranger,11.04.1991,188.0,77.0,Center Forward,,,
nils-petersen,06.12.1988,188.0,80.0,Center Forward,59847.jpg,0.25,0.25
nino,10.06.1980,169.0,68.0,Center Forward,53941.jpg,0.0,0.25
noah-korczowski,08.01.1994,185.0,80.0,Center Back,175129.jpg,0.0,0.25
noel-hunt,26.12.1982,173.0,72.0,,,,
nolan-roux,01.03.1988,182.0,78.0,Center Forward,124904.jpg,0.25,0.25
nono,30.03.1993,178.0,72.0,Center Midfielder,211038.jpg,0.25,0.25
novaes,30.03.1983,184.0,79.0,Goalkeeper,,,
nuri-sahin,05.09.1988,179.0,65.0,Center Midfielder,35074.jpg,0.0,0.0
obafemi-martins,28.10.1984,176.0,67.0,Center Forward,8540.jpg,1.0,1.0
odair-fortes,31.03.1987,182.0,70.0,,,,
odion-ighalo,16.06.1989,188.0,70.0,Center Forward,94964.jpg,0.75,0.75
oemer-toprak,21.07.1989,186.0,83.0,Center Back,79495.jpg,0.25,0.25
oezkan-yildirim,10.04.1993,172.0,76.0,Attacking Midfielder,174504.jpg,0.25,0.0
oguchi-onyewu,13.05.1982,194.0,95.0,Center Back,11652.jpg,0.5,0.5
oier_2,25.05.1986,178.0,66.0,Right Fullback,125274.jpg,0.25,0.25
oka-nikolov,25.05.1974,187.0,86.0,Goalkeeper,74.jpg,0.25,0.25
oliver-baumann,02.06.1990,187.0,80.0,Goalkeeper,122005.jpg,0.25,0.25
oliver-fink,06.06.1982,187.0,80.0,Right Midfielder,10984.jpg,0.0,0.25
oliver-kirch,21.08.1982,183.0,70.0,Right Midfielder,9722.jpg,0.0,0.0
oliver-sorg,29.05.1990,175.0,77.0,Right Fullback,149625.jpg,0.25,0.25
olivier-blondel,09.07.1979,188.0,83.0,Goalkeeper,,,
olivier-giroud,30.09.1986,192.0,88.0,,59947.jpg,0.25,0.25
olivier-occean,23.10.1981,185.0,86.0,Center Forward,22055.jpg,0.75,0.75
olivier-sorlin,09.04.1979,183.0,75.0,Left Midfielder,11324.jpg,0.0,0.0
olivier-vannucci,24.05.1991,,,,,,
omar-daf,12.02.1977,177.0,70.0,Right Fullback,1235.jpg,0.75,0.75
omar-ramos,26.01.1988,175.0,65.0,Left Midfielder,153068.jpg,0.0,0.25
onyekachi-apam,30.12.1986,177.0,67.0,Center Back,59080.jpg,1.0,1.0
opa-nguette,08.07.1994,181.0,,,,,
oriol-romeu,24.09.1991,182.0,79.0,Defensive Midfielder,148654.jpg,0.25,0.25
oscar-serrano,30.09.1981,180.0,75.0,Left Midfielder,24777.jpg,0.0,0.25
oscar-wendt,24.10.1985,181.0,82.0,Left Fullback,20903.jpg,0.0,0.0
oscar_4,12.11.1982,180.0,71.0,Attacking Midfielder,12741.jpg,0.5,0.25
oumar-sissoko,13.09.1987,186.0,83.0,,,,
ousmane-coulibaly_2,09.07.1989,183.0,75.0,,,,
pablo-insua,09.09.1993,186.0,76.0,Center Back,211912.jpg,0.0,0.0
pablo-mari,31.08.1993,191.0,87.0,Center Back,,,
pablo-piatti,31.03.1989,163.0,63.0,Left Winger,86406.jpg,0.0,0.0
pablo-sarabia,11.05.1992,174.0,70.0,Left Midfielder,178436.jpg,0.25,0.25
pablo-zabaleta,16.01.1985,173.0,69.0,Right Fullback,36584.jpg,0.25,0.25
paco-alcacer,30.08.1993,174.0,71.0,Center Forward,177606.jpg,0.25,0.5
paco-montanes,08.10.1986,172.0,70.0,,49405.jpg,0.25,0.25
pajtim-kasami,02.06.1992,187.0,,Defensive Midfielder,161433.jpg,0.25,0.25
pallardo,05.06.1986,173.0,73.0,Defensive Midfielder,33176.jpg,0.25,0.25
palop,22.10.1973,184.0,83.0,Goalkeeper,2502.jpg,0.5,0.25
pantxi-sirieix,07.10.1980,180.0,70.0,Defensive Midfielder,3486.jpg,0.25,0.25
papa-camara,16.01.1993,195.0,74.0,Goalkeeper,,,
pape-camara,24.09.1991,190.0,80.0,Defensive Midfielder,164660.jpg,1.0,1.0
pape-coulibaly,02.03.1988,194.0,92.0,Goalkeeper,,,
pape-diakhate,21.06.1984,181.0,75.0,Center Back,35275.jpg,1.0,1.0
pape-mbow,22.05.1988,190.0,74.0,Center Back,103640.jpg,1.0,1.0
pape-souare,06.06.1990,178.0,68.0,,170707.jpg,0.75,0.75
papiss-demba-cisse,03.06.1985,183.0,73.0,Center Forward,36823.jpg,1.0,1.0
paredes_2,05.07.1982,175.0,77.0,Left Fullback,38587.jpg,0.0,0.0
parejo_2,16.04.1989,180.0,74.0,Defensive Midfielder,100906.jpg,0.25,0.5
patrice-evra,15.05.1981,175.0,76.0,Left Fullback,11597.jpg,0.75,0.75
patrick-drewes,04.02.1993,193.0,87.0,Goalkeeper,174511.jpg,0.0,0.0
patrick-ebert,17.03.1987,172.0,68.0,Left Midfielder,30333.jpg,0.0,0.0
patrick-helmes,01.03.1984,182.0,81.0,Center Forward,13512.jpg,0.0,0.0
patrick-herrmann_2,12.02.1991,179.0,69.0,Left Midfielder,156058.jpg,0.0,0.25
patrick-ochs,14.05.1984,179.0,71.0,Right Fullback,8947.jpg,0.25,0.25
patrick-owomoyela,05.11.1979,187.0,87.0,Right Fullback,9694.jpg,0.5,0.5
patrick-rakovsky,02.06.1993,187.0,85.0,Goalkeeper,174202.jpg,0.0,0.25
patrick-weihrauch,03.03.1994,181.0,73.0,Center Forward,175734.jpg,0.0,0.0
paul-aloo-efoulou,12.11.1983,176.0,73.0,Center Forward,,,
paul-baysse,18.05.1988,184.0,82.0,,,,
paul-lasne,16.01.1989,186.0,79.0,,,,
paul-scharner,11.03.1980,191.0,81.0,Center Back,7930.jpg,0.25,0.25
paul-scholes,16.11.1974,170.0,72.0,Center Midfielder,1696.jpg,0.0,0.0
paul-verhaegh,01.09.1983,178.0,72.0,Right Fullback,24449.jpg,0.0,0.0
paulao,06.08.1982,188.0,86.0,Center Back,58943.jpg,0.75,0.75
paulo-ferreira,18.01.1979,182.0,76.0,Right Fullback,10098.jpg,0.5,0.5
paulo-gazzaniga,02.01.1992,196.0,90.0,Goalkeeper,,,
pavel-krmas,03.03.1980,193.0,86.0,Center Back,14136.jpg,0.25,0.25
pavel-pogrebnyak,08.11.1983,185.0,76.0,Center Forward,16332.jpg,0.0,0.0
pavle-ninkov,20.04.1985,183.0,81.0,Right Fullback,,,
pedrinho_3,06.03.1985,175.0,72.0,Right Fullback,,,
pedro-leon,24.11.1986,183.0,72.0,Right Midfielder,62088.jpg,0.25,0.25
pedro-lopez,01.11.1983,174.0,72.0,Right Fullback,24779.jpg,0.25,0.25
pedro-martin,16.01.1992,189.0,79.0,Center Forward,192949.jpg,0.25,0.25
pedro-rios,12.12.1981,175.0,72.0,Right Winger,62748.jpg,0.5,0.5
pedro_7,28.07.1987,169.0,64.0,Right Winger,103634.jpg,0.0,0.25
peguy-luyindula,25.05.1979,178.0,72.0,Left Winger,3926.jpg,1.0,1.0
pena_2,28.07.1983,181.0,73.0,Left Fullback,60443.jpg,0.25,0.25
peniel-mlapa,20.02.1991,195.0,89.0,Center Forward,124990.jpg,0.75,1.0
pepe-reina,31.08.1982,188.0,92.0,Goalkeeper,12589.jpg,0.25,0.25
pepe_2,26.02.1983,188.0,81.0,Center Back,25177.jpg,0.25,0.25
per-mertesacker,29.09.1984,198.0,85.0,Center Back,11758.jpg,0.0,0.0
per-nilsson,15.09.1982,190.0,87.0,Center Back,15561.jpg,0.25,0.25
per-skjelbred,16.06.1987,175.0,74.0,Attacking Midfielder,25241.jpg,0.0,0.0
peter-crouch,30.01.1981,202.0,80.0,Center Forward,9922.jpg,0.0,0.0
peter-gulacsi,06.05.1990,190.0,75.0,Goalkeeper,96049.jpg,0.0,0.0
peter-odemwingie,15.07.1981,182.0,75.0,Center Forward,16427.jpg,0.5,0.5
petr-cech,20.05.1982,197.0,87.0,Goalkeeper,7965.jpg,0.25,0.25
petr-jiracek,02.03.1986,180.0,77.0,Left Midfielder,121567.jpg,0.25,0.0
petrus-boumal,20.04.1993,175.0,75.0,Center Midfielder,,,
phil-bardsley,28.06.1985,180.0,73.0,Right Fullback,19501.jpg,0.5,0.25
phil-jagielka,17.08.1982,180.0,83.0,Center Back,21768.jpg,0.25,0.25
phil-jones,21.02.1992,180.0,71.0,Center Back,156324.jpg,0.0,0.0
phil-neville,21.01.1977,180.0,75.0,Right Fullback,3855.jpg,0.25,0.25
philipp-bargfrede,03.03.1989,174.0,71.0,Defensive Midfielder,97250.jpg,0.25,0.25
philipp-klement,09.09.1992,174.0,69.0,Center Midfielder,169257.jpg,0.0,0.0
philipp-lahm,11.11.1983,170.0,66.0,Left Fullback,6071.jpg,0.25,0.25
philipp-wollscheid,06.03.1989,194.0,88.0,Center Back,87550.jpg,0.0,0.0
philippe-senderos,14.02.1985,190.0,84.0,Center Back,13193.jpg,0.0,0.0
pierrick-cros,23.06.1991,185.0,75.0,Goalkeeper,,,
pina,14.10.1987,185.0,78.0,Center Midfielder,160979.jpg,0.0,0.25
pinto,08.11.1975,185.0,82.0,Goalkeeper,7685.jpg,0.0,0.0
piotr-trochowski,22.03.1984,168.0,73.0,Attacking Midfielder,8958.jpg,0.25,0.25
pique,02.02.1987,192.0,85.0,Center Back,27798.jpg,0.0,0.0
pirmin-schwegler,09.03.1987,178.0,68.0,Defensive Midfielder,34015.jpg,0.0,0.0
piscu,25.02.1987,184.0,77.0,Center Back,35003.jpg,0.0,0.0
piti,26.05.1981,174.0,69.0,Attacking Midfielder,32648.jpg,0.0,0.0
pizzi,06.10.1989,172.0,66.0,Left Winger,157557.jpg,0.0,0.0
pozuelo,20.09.1991,170.0,63.0,Attacking Midfielder,197938.jpg,0.5,0.5
predrag-stevanovic,03.03.1991,178.0,63.0,Attacking Midfielder,146238.jpg,0.0,0.25
pulido_4,08.04.1991,181.0,72.0,,148649.jpg,0.0,0.0
punal,06.09.1975,179.0,73.0,Defensive Midfielder,12291.jpg,0.25,0.25
puyol,13.04.1978,178.0,80.0,Center Back,1392.jpg,0.0,0.0
quentin-othon,27.03.1988,163.0,63.0,,,,
quentin-pereira,21.04.1992,174.0,66.0,,,,
radamel-falcao,10.02.1986,177.0,72.0,Center Forward,69147.jpg,0.5,0.25
radek-cerny,18.02.1974,190.0,85.0,,7966.jpg,0.25,0.25
radoslav-zabavnik,16.09.1980,180.0,78.0,Left Fullback,8334.jpg,0.0,0.25
rafa_2,09.04.1985,183.0,72.0,Left Fullback,19317.jpg,0.5,0.25
rafael-dias_2,29.01.1991,180.0,71.0,Attacking Midfielder,,,
rafael-van-der-vaart,11.02.1983,176.0,74.0,Attacking Midfielder,5052.jpg,0.0,0.25
rafael_5,09.07.1990,173.0,80.0,Right Fullback,104652.jpg,0.25,0.25
rafidine-abdullah,15.01.1994,179.0,75.0,,207769.jpg,0.75,0.75
rafinha,07.09.1985,172.0,68.0,Right Fullback,37062.jpg,0.25,0.25
rafinha_4,12.02.1993,172.0,65.0,Attacking Midfielder,179256.jpg,0.75,0.75
ragnar-klavan,30.10.1985,185.0,79.0,Center Back,14457.jpg,0.0,0.0
raheem-sterling,08.12.1994,170.0,69.0,Right Midfielder,180807.jpg,0.75,0.75
ralf-faehrmann,27.09.1988,196.0,93.0,Goalkeeper,73000.jpg,0.0,0.0
ramalho_4,10.06.1993,181.0,68.0,Center Back,158598.jpg,0.5,0.75
ramires,24.03.1987,180.0,64.0,Center Midfielder,84287.jpg,1.0,1.0
ramis,25.10.1984,188.0,82.0,Center Back,19570.jpg,0.25,0.25
rani-khedira,27.01.1994,188.0,83.0,Defensive Midfielder,177939.jpg,0.25,0.5
raoul-loe,31.01.1989,192.0,83.0,Defensive Midfielder,176727.jpg,1.0,1.0
raphael-holzhauser,16.02.1993,193.0,85.0,Center Midfielder,136365.jpg,0.0,0.25
raphael-schaefer,30.01.1979,190.0,92.0,Goalkeeper,479.jpg,0.25,0.25
raphael-spiegel,19.12.1992,196.0,88.0,Goalkeeper,,,
raphael-varane,25.04.1993,191.0,78.0,Center Back,176981.jpg,0.5,0.5
raphael-wolf,06.06.1988,190.0,86.0,Goalkeeper,88136.jpg,0.25,0.25
rasmus-joensson,27.01.1990,192.0,70.0,Center Forward,110740.jpg,0.0,0.0
raul-albiol,04.09.1985,190.0,82.0,Center Back,17067.jpg,0.0,0.0
raul-fernandez_2,06.10.1985,184.0,79.0,Goalkeeper,,,
raul-garcia,11.07.1986,183.0,81.0,Attacking Midfielder,24755.jpg,0.0,0.25
raul-rodriguez_2,22.09.1987,183.0,74.0,Center Back,176131.jpg,0.25,0.25
raul_10,13.03.1988,196.0,86.0,Goalkeeper,171364.jpg,0.0,0.0
recio_2,11.01.1991,183.0,74.0,Left Midfielder,177604.jpg,0.25,0.25
remi-gomis,14.02.1984,180.0,74.0,Defensive Midfielder,87803.jpg,1.0,1.0
remi-mulumba,02.11.1992,178.0,70.0,Defensive Midfielder,,,
remy-cabella,08.03.1990,171.0,62.0,Attacking Midfielder,150236.jpg,0.0,0.0
remy-vercoutre,26.06.1980,184.0,72.0,Goalkeeper,3907.jpg,0.0,0.0
renato-civelli,14.10.1983,191.0,87.0,Center Back,44036.jpg,0.0,0.0
renaud-cohade,29.09.1984,180.0,78.0,Defensive Midfielder,24100.jpg,0.0,0.0
rene-adler,15.01.1985,191.0,87.0,Goalkeeper,9251.jpg,0.25,0.25
rene-klingenburg,29.12.1993,185.0,80.0,Attacking Midfielder,,,
reyes,01.09.1983,176.0,73.0,Left Midfielder,11962.jpg,0.0,0.25
ricardo-carvalho,18.05.1978,182.0,79.0,Center Back,10100.jpg,0.25,0.25
ricardo-costa,16.05.1981,183.0,80.0,Center Back,10101.jpg,0.25,0.25
ricardo-faty,04.08.1986,192.0,77.0,Defensive Midfielder,,,
ricardo-rodriguez,25.08.1992,180.0,77.0,Left Fullback,154406.jpg,0.25,0.5
ricardo-vaz-te,01.10.1986,188.0,79.0,Left Winger,19171.jpg,0.5,0.75
richard-chaplow,02.02.1985,175.0,57.0,,,,
richard-dunne,21.09.1979,188.0,95.0,Center Back,1172.jpg,0.0,0.0
richard-soumah,06.10.1986,177.0,69.0,,,,
richard-strebinger,14.02.1993,194.0,90.0,Goalkeeper,170281.jpg,0.0,0.0
richard-wright,05.11.1977,189.0,87.0,,10080.jpg,0.5,0.25
rickie-lambert,16.02.1982,188.0,77.0,Center Forward,,,
riesgo,06.10.1983,185.0,76.0,Goalkeeper,23496.jpg,0.0,0.0
riki,11.08.1980,187.0,84.0,Center Forward,24794.jpg,0.0,0.0
rincon_4,31.05.1987,188.0,80.0,,,,
rio-ferdinand,07.11.1978,189.0,82.0,Center Back,1688.jpg,0.25,0.25
rio-mavuba,08.03.1984,171.0,64.0,Defensive Midfielder,18834.jpg,0.75,0.75
rob-elliot,30.04.1986,188.0,92.0,Goalkeeper,,,
rob-friend,23.01.1981,195.0,94.0,Center Forward,32683.jpg,0.0,0.0
robbie-kruse,05.10.1988,179.0,70.0,Right Midfielder,67188.jpg,0.0,0.0
robert-almer,20.03.1984,194.0,88.0,Goalkeeper,22202.jpg,0.0,0.0
robert-green,19.01.1980,188.0,77.0,Goalkeeper,24580.jpg,0.25,0.25
robert-hall,20.10.1993,173.0,66.0,,,,
robert-huth,18.08.1984,187.0,80.0,Center Back,7703.jpg,0.0,0.0
robert-lewandowski,21.08.1988,184.0,78.0,Center Forward,119750.jpg,0.0,0.0
robert-mak,08.03.1991,179.0,75.0,Right Winger,166489.jpg,0.0,0.25
robert-snodgrass,07.09.1987,183.0,77.0,,,,
robert-tesche,27.05.1987,182.0,78.0,Defensive Midfielder,57003.jpg,0.0,0.25
robert-zillner,04.08.1985,183.0,74.0,Left Midfielder,52303.jpg,0.0,0.0
roberto-firmino,02.10.1991,180.0,76.0,Attacking Midfielder,178325.jpg,0.5,0.5
roberto-lago,30.08.1985,178.0,76.0,Left Midfielder,94546.jpg,0.25,0.25
roberto_11,25.01.1979,181.0,78.0,Goalkeeper,60644.jpg,0.25,0.5
roberto_5,10.02.1986,192.0,76.0,Goalkeeper,42224.jpg,0.0,0.25
robin-knoche,22.05.1992,177.0,77.0,,174515.jpg,0.0,0.25
robin-van-persie,06.08.1983,183.0,71.0,Right Winger,3742.jpg,0.25,0.25
rod-fanni,06.12.1981,186.0,78.0,Right Fullback,3957.jpg,0.75,0.75
roderick-miranda,30.03.1991,192.0,85.0,Center Back,158674.jpg,0.25,0.5
roel-brouwers,28.11.1981,192.0,81.0,Center Back,19824.jpg,0.0,0.0
roland-lamah,31.12.1987,180.0,71.0,Left Midfielder,55380.jpg,1.0,1.0
romain-alessandrini,03.04.1989,173.0,70.0,Right Midfielder,,,
romain-amalfitano,27.08.1989,173.0,65.0,,133691.jpg,0.25,0.25
romain-danze,03.07.1986,184.0,71.0,Right Midfielder,52445.jpg,0.25,0.25
romain-genevois,28.10.1987,180.0,66.0,Right Fullback,,,
romain-grange,21.07.1988,177.0,71.0,Center Midfielder,,,
romain-hamouma,29.03.1987,177.0,74.0,Right Midfielder,,,
romain-pitau,08.08.1977,178.0,70.0,Defensive Midfielder,11771.jpg,0.0,0.25
roman-golobart,21.03.1992,193.0,89.0,Center Back,,,
roman-neustaedter,18.02.1988,190.0,83.0,Center Back,56120.jpg,0.0,0.25
roman-weidenfeller,06.08.1980,188.0,85.0,Goalkeeper,3.jpg,0.25,0.25
romaric,04.06.1983,187.0,88.0,Defensive Midfielder,22652.jpg,0.75,0.75
romelu-lukaku,13.05.1993,193.0,95.0,Center Forward,142964.jpg,0.75,0.75
ron-robert-zieler,12.02.1989,188.0,83.0,Goalkeeper,73774.jpg,0.25,0.0
ron-vlaar,16.02.1985,189.0,80.0,Center Back,30085.jpg,0.0,0.25
ronan-le-crom,13.07.1974,186.0,77.0,Goalkeeper,11619.jpg,0.25,0.25
ronnie-stam,18.06.1984,175.0,62.0,Right Fullback,,,
ronny-garbuschewski,23.02.1986,178.0,75.0,Right Midfielder,38165.jpg,0.5,0.25
ronny-philp,28.01.1989,183.0,78.0,Right Fullback,122021.jpg,0.0,0.0
roque-santa-cruz,16.08.1981,191.0,83.0,Center Forward,119.jpg,0.5,0.5
rory-delap,06.07.1976,183.0,81.0,Center Midfielder,9052.jpg,0.0,0.25
ross-barkley,05.12.1993,189.0,,,,,
ross-turnbull,04.01.1985,193.0,85.0,Goalkeeper,48740.jpg,0.0,0.0
roy-contout,11.02.1985,174.0,62.0,Center Forward,27309.jpg,0.5,0.5
ruben,29.01.1982,187.0,83.0,Center Back,12552.jpg,0.0,0.0
ruben-castro,27.06.1981,172.0,69.0,Right Winger,24776.jpg,0.25,0.25
ruben-garcia_3,14.07.1993,171.0,72.0,Right Midfielder,220462.jpg,0.75,0.75
ruben-mino,18.01.1989,190.0,87.0,Goalkeeper,154162.jpg,0.5,0.75
ruben-pardo,22.10.1992,182.0,68.0,Center Midfielder,191379.jpg,0.0,0.0
ruben-pena,18.07.1991,172.0,70.0,Right Midfielder,,,
ruben-perez_2,26.04.1989,178.0,72.0,Defensive Midfielder,156797.jpg,0.25,0.25
rudy-mater,13.10.1980,178.0,70.0,Right Fullback,52468.jpg,0.0,0.0
